"Code","Desc","Type","med_type"
"14018511000001103","Pyridostigmine bromide 180mg/5ml oral suspension","dmd","CON"
"3001811000001106","Co-danthrusate 50mg/60mg capsules (A A H Pharmaceuticals Ltd)","dmd","CON"
"58555001000027100","Glycerin 4g Suppository (Approved Prescription Services Ltd)","dmd","CON"
"317512004","Bisacodyl 5mg gastro-resistant tablets","dmd","CON"
"3867311000001106","Idrolax 10g oral powder sachets (Schwarz Pharma Ltd)","dmd","CON"
"220525001000027103","Biolax 5mg Tablet (Chatfield Laboratories)","dmd","CON"
"139275001000027107","Ispaghula husk gluten-free 3.4g Powder","dmd","CON"
"8904511000001103","Bisacodyl 2.74mg/ml rectal solution (Drug Tariff Special Order)","dmd","CON"
"27485001000027102","Lactulose 3.1-3.7g/5ml Oral solution (Solvay Healthcare)","dmd","CON"
"9519911000001100","Phenolphthalein yellow 120mg / Rhubarb 27.5mg tablets","dmd","CON"
"317605002","Bisacodyl 10mg suppositories","dmd","CON"
"26665001000027102","Glycerin 2g Suppository (C P Pharmaceuticals Ltd)","dmd","CON"
"66185001000027109","Senna Tablet (Family Health)","dmd","CON"
"18244111000001104","Moviprep Orange oral powder sachets (Forum Health Products Ltd)","dmd","CON"
"216411000001102","Docusol Paediatric 12.5mg/5ml oral solution (Typharm Ltd)","dmd","CON"
"17196311000001108","Bisacodyl 5mg gastro-resistant tablets (Sovereign Medical Ltd)","dmd","CON"
"112735001000027105","Docusate sodium with bisacodyl tablets","dmd","CON"
"26835001000027103","Regulan 3.6g Sachets (Procter & Gamble (Health & Beauty Care) Ltd)","dmd","CON"
"3352711000001104","Micolette Micro-enema 5ml (Pinewood Healthcare)","dmd","CON"
"24577211000001105","CosmoCol Orange Flavour oral powder sachets (Stirling Anglian Pharmaceuticals Ltd)","dmd","CON"
"3505511000001109","Sterculia 62% / Frangula 8% granules 7g sachets gluten free","dmd","CON"
"8078611000001106","Fybogel Hi-Fibre Orange 3.5g effervescent granules sachets (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","CON"
"134155001000027106","Phenolphthalein with magnesium sulphate tablet","dmd","CON"
"455311000001108","Lactulose 3.1-3.7g/5ml oral solution (IVAX Pharmaceuticals UK Ltd)","dmd","CON"
"22673311000001107","Macrogol compound oral powder sachets sugar free (Alliance Healthcare (Distribution) Ltd)","dmd","CON"
"35938911000001102","Senna 15mg/5ml granules","dmd","CON"
"139325001000027103","Metamucil Powder (Pharmacia Ltd)","dmd","CON"
"317160005","Ispaghula husk 3.5g / Mebeverine 135mg effervescent granules sachets sugar free","dmd","CON"
"17023311000001102","Epsom Salts (Bell,Sons & Co (Druggists) Ltd)","dmd","CON"
"236711000001101","Normacol Plus granules 7g sachets (Forum Health Products Ltd)","dmd","CON"
"15442411000001109","Senokot 7.5mg tablets (Forum Health Products Ltd)","dmd","CON"
"249615001000027104","Ispaghula husk with lactobacillus and bifidobacteria oral powder","dmd","CON"
"13629411000001105","Laxido Orange oral powder sachets (Galen Ltd)","dmd","CON"
"16604111000001100","Prucalopride 2mg tablets","dmd","CON"
"832311000001109","Normacol granules 7g sachets (Forum Health Products Ltd)","dmd","CON"
"4056111000001103","Citramag effervescent powder sachets (Sanochemia Diagnostics UK Ltd)","dmd","CON"
"214135001000027107","Polyethylene glycol with electrolytes oral powder","dmd","CON"
"15503911000001106","Macrogol compound oral powder sachets sugar free (Galen Ltd)","dmd","CON"
"317529001","Co-danthramer 37.5mg/500mg capsules","dmd","CON"
"156711000001103","Dulcolax Pico 5mg/5ml liquid (Sanofi)","dmd","CON"
"476911000001100","Lactulose 3.1-3.7g/5ml oral solution (Teva UK Ltd)","dmd","CON"
"180275001000027102","Magnesium sulphate with sodium bicarbonate and citric acid Powder","dmd","CON"
"262505001000027105","Sodium picosulfate with magnesium citrate powder for oral solution","dmd","CON"
"21790411000001105","Macrogol compound oral powder sachets sugar free (Waymade Healthcare Plc)","dmd","CON"
"13457111000001108","Dual Lax Extra Strong tablets (G.R. Lane Health Products Ltd)","dmd","CON"
"9304511000001108","Fibrelief 3.5g granules sachets (Manx Healthcare Ltd)","dmd","CON"
"797011000001102","Celevac 500mg tablets (Advanz Pharma)","dmd","CON"
"17659611000001100","Lactulose 3.1-3.7g/5ml oral solution (Arrow Generics Ltd)","dmd","CON"
"17420611000001107","Laxido Orange oral powder sachets sugar free (Galen Ltd)","dmd","CON"
"3628111000001108","Docusate 120mg/10g enema","dmd","CON"
"26165001000027103","Proctofibe Tablet (Hoechst Marion Roussel)","dmd","CON"
"11583711000001109","CitraFleet oral powder 16.11g sachets (Casen Recordati S.L.)","dmd","CON"
"400311000001107","Co-danthramer 25mg/200mg/5ml oral suspension sugar free (Approved Prescription Services Ltd)","dmd","CON"
"80765001000027106","Fybogel orange sugar free gluten free Granules (Britannia Pharmaceuticals Ltd)","dmd","CON"
"215395001000027101","Sodium citrate with sodium lauryl sulphoacetate enema","dmd","CON"
"20134811000001105","Fybogel Orange 3.5g effervescent granules sachets SF (Waymade Healthcare Plc)","dmd","CON"
"124945001000027105","Methylcellulose 64% granules","dmd","CON"
"19281411000001101","Macrogol compound oral liquid NPF sugar free","dmd","CON"
"215325001000027106","Fleet Micro Enema (E C De Witt)","dmd","CON"
"15860111000001101","Husk oral powder (Savant Distribution Ltd)","dmd","CON"
"197811000001100","Glycerol 4g suppositories (Actavis UK Ltd)","dmd","CON"
"112665001000027108","Docusate sodium 100mg tablets","dmd","CON"
"112805001000027103","Dioctyl 50mg/5ml Oral solution (Schwarz Pharma Ltd)","dmd","CON"
"3591211000001105","Macrogol compound oral powder sachets NPF sugar free","dmd","CON"
"141715001000027103","Sterculia 80% granules","dmd","CON"
"3384211000001109","Senna 7.5mg tablets (Actavis UK Ltd)","dmd","CON"
"134105001000027103","Phenolphthalein 125mg tablet","dmd","CON"
"24377911000001104","Macrogol compound oral powder sachets sugar free (DE Pharmaceuticals)","dmd","CON"
"112795001000027103","Dioctyl 100mg Tablet (Schwarz Pharma Ltd)","dmd","CON"
"3041811000001104","Co-danthramer 75mg/1000mg/5ml oral suspension sugar free (Napp Pharmaceuticals Ltd)","dmd","CON"
"55785001000027103","Normacol Granules (Norgine Pharmaceuticals Ltd)","dmd","CON"
"46295001000027101","Lactitol 10g Powder","dmd","CON"
"234955001000027106","Macrogol 4000 10g Powder","dmd","CON"
"140575001000027104","Sodium acid phosphate standard tube Enema","dmd","CON"
"3365911000001104","Isogel 90% granules (Potter's (Herbal Supplies) Ltd)","dmd","CON"
"3385511000001108","Senna 7.5mg tablets (Teva UK Ltd)","dmd","CON"
"3047911000001101","Co-danthramer 37.5mg/500mg capsules (Napp Pharmaceuticals Ltd)","dmd","CON"
"15415001000027101","Isogel Granules (Pfizer Consumer Healthcare Ltd)","dmd","CON"
"217705001000027101","Sodium sulphate ppwder","dmd","CON"
"61895001000027101","Cascara tablets","dmd","CON"
"14610911000001104","Phosphates enema (Formula B) 128ml long tube","dmd","CON"
"226685001000027108","Ispaghula husk gluten-free sugar free 3.5g powder","dmd","CON"
"139265001000027100","Ispaghula husk gluten-free sugar free granules","dmd","CON"
"7985001000027101","Cascara 125mg Tablet (Thornton & Ross Ltd)","dmd","CON"
"3490111000001104","Fletchers phosphate enema 128ml long tube (Forest Laboratories UK Ltd)","dmd","CON"
"407828006","Senna 15mg tablets","dmd","CON"
"58325001000027103","Normax Capsule (UCB Pharma Ltd)","dmd","CON"
"16597911000001103","Resolor 1mg tablets (Shire Pharmaceuticals Ltd)","dmd","CON"
"15880911000001101","Ispaghula husk oral powder sugar free","dmd","CON"
"9305011000001101","Fibrelief Orange 3.5g granules sachets (Manx Healthcare Ltd)","dmd","CON"
"18600311000001104","Senokot Comfort tablets (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","CON"
"198925001000027102","Duphalac dry 10g Powder (Solvay Healthcare)","dmd","CON"
"3787011000001108","Cleen Ready-to-use 133ml enema (Casen Recordati S.L.)","dmd","CON"
"4045411000001101","Movicol-Half oral powder 6.9g sachets (Forum Health Products Ltd)","dmd","CON"
"155685001000027103","BISACODYL 10 MG TAB","dmd","CON"
"3450111000001108","Manevac granules (Mylan)","dmd","CON"
"3253111000001100","Ispagel Orange 3.5g effervescent granules sachets (Bristol Laboratories Ltd)","dmd","CON"
"28770311000001103","Macrogol compound oral powder sachets sugar free (Ennogen Healthcare Ltd)","dmd","CON"
"6343911000001102","Movicol Paediatric Plain oral powder 6.9g sachets (Norgine Pharmaceuticals Ltd)","dmd","CON"
"265495001000027102","Macrogol Oral solution","dmd","CON"
"424111000001106","Mestinon 60mg tablets (Mylan)","dmd","CON"
"198935001000027100","Lactulose Sachets","dmd","CON"
"35368211000001106","Glycerol 4g suppositories","dmd","CON"
"335411000001108","Glycerol 4g suppositories (A A H Pharmaceuticals Ltd)","dmd","CON"
"42511000001103","Glycerol 2g suppositories (Thornton & Ross Ltd)","dmd","CON"
"3476811000001101","Ispaghula husk 3.4g oral powder sachets gluten free sugar free","dmd","CON"
"28407511000001106","Macrogol compound half-strength oral powder sachets NPF sugar free (AM Distributions (Yorkshire) Ltd)","dmd","CON"
"8015511000001108","Entrolax Constipation Relief 5mg gastro-resistant tablets (Galpharm International Ltd)","dmd","CON"
"9553811000001103","Senokot 7.5mg/5ml syrup sugar free (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","CON"
"21875001000027104","Normacol plus Granules (Norgine Pharmaceuticals Ltd)","dmd","CON"
"140585001000027109","Sodium acid phosphate long tube Enema","dmd","CON"
"35368911000001102","Docusate 12.5mg/5ml oral solution sugar free","dmd","CON"
"12535001000027104","Fybranta 2g Tablet (Norgine Pharmaceuticals Ltd)","dmd","CON"
"173715001000027103","Relaxit Enema (Crawford Healthcare Ltd)","dmd","CON"
"146295001000027109","Minims castor oil Eye drops (Smith & Nephew Healthcare Ltd)","dmd","CON"
"10612511000001105","DulcoEase 100mg capsules (Sanofi)","dmd","CON"
"80695001000027101","Colven Sachets (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","CON"
"36034311000001100","Methylnaltrexone bromide 12mg/0.6ml solution for injection vials","dmd","CON"
"4947311000001105","Phospho-soda 24.4g/10.8g oral solution (Casen Recordati S.L.)","dmd","CON"
"83405001000027102","Dorbanex Liquid (3M Health Care Ltd)","dmd","CON"
"24580211000001104","CosmoCol Lemon and Lime Flavour oral powder sachets (Stirling Anglian Pharmaceuticals Ltd)","dmd","CON"
"20134111000001103","Fybogel Lemon 3.5g effervescent granules sachets SF (Waymade Healthcare Plc)","dmd","CON"
"3916111000001103","Picolax oral powder 16.1g sachets (Ferring Pharmaceuticals Ltd)","dmd","CON"
"183105001000027109","Alvercol Granules (Norgine Pharmaceuticals Ltd)","dmd","CON"
"36133911000001107","Castor oil liquid","dmd","CON"
"217215001000027106","liquid paraffin with magnesium hydroxide and sodium bicarbonate suspension","dmd","CON"
"9755111000001105","Potter's Senna 7.5mg tablets (Potter's (Herbal Supplies) Ltd)","dmd","CON"
"3382811000001104","Senna 7.5mg tablets (A A H Pharmaceuticals Ltd)","dmd","CON"
"493311000001103","Lactugal 3.1-3.7g/5ml oral solution (Intrapharm Laboratories Ltd)","dmd","CON"
"796811000001106","Glycerol 4g suppositories (Martindale Pharmaceuticals Ltd)","dmd","CON"
"758911000001106","Glycerol 1g suppositories (Thornton & Ross Ltd)","dmd","CON"
"46345001000027103","Ex-lax lactitol 10g Powder (Novartis Consumer Health UK Ltd)","dmd","CON"
"3505711000001104","Sterculia 62% granules gluten free","dmd","CON"
"215405001000027109","Sodium lauryl sulphoacetate with sodium citrate enema","dmd","CON"
"581411000001103","Dulcolax Pico 2.5mg Perles (Boehringer Ingelheim Self-Medication Division)","dmd","CON"
"126545001000027107","SODIUM PICOSULPHATE/MAGNESIUM CIT sach","dmd","CON"
"124995001000027102","Cellucon 500mg Tablet (Manufacturer unknown)","dmd","CON"
"184625001000027101","ISPAGHULA HUSK MICRONISED + DEXTROSE","dmd","CON"
"317541008","Docusate 50mg/5ml oral solution sugar free","dmd","CON"
"112765001000027100","Docusate sodium with sorbitol enema","dmd","CON"
"97765001000027101","Co-danthrusate 50mg+60mg Capsule (Actavis UK Ltd)","dmd","CON"
"12795001000027107","Macrogol npf 10g Powder","dmd","CON"
"317548002","Senna 7.5mg tablets","dmd","CON"
"3258511000001100","Movicol oral powder 13.8g sachets lemon & lime (Forum Health Products Ltd)","dmd","CON"
"285311000001102","Glycerol 4g suppositories (Thornton & Ross Ltd)","dmd","CON"
"28407111000001102","Macrogol compound oral powder sachets sugar free (AM Distributions (Yorkshire) Ltd)","dmd","CON"
"29719811000001107","Laxido Paediatric Plain oral powder 6.9g sachets (Galen Ltd)","dmd","CON"
"35902811000001100","Arachis oil 130ml enema","dmd","CON"
"20134611000001106","Fybogel 3.5g effervescent granules sachets plain SF (Waymade Healthcare Plc)","dmd","CON"
"404179005","Ispaghula husk 3.5g effervescent granules sachets gluten free sugar free","dmd","CON"
"4551711000001106","Senokot Max Strength 15mg tablets (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","CON"
"120535001000027104","Lactulose 3.35g/5ml flavoured Oral solution","dmd","CON"
"21529511000001108","Macroherm oral powder 13.8g sachets (Ennogen Pharma Ltd)","dmd","CON"
"16729211000001109","Dulcobalance 10g oral powder sachets (Boehringer Ingelheim Self-Medication Division)","dmd","CON"
"113525001000027101","Co-danthramer 75mg+1000mg/5ml Oral suspension (Neo Laboratories Ltd)","dmd","CON"
"3875911000001106","Macrogol 4000 10g oral powder sachets sugar free","dmd","CON"
"13525001000027109","Glycerin 2g Suppository (Martindale Pharmaceuticals Ltd)","dmd","CON"
"301685001000027107","Syrup of oral figs","dmd","CON"
"246245001000027103","Macrogol with sodium sulphate and electrolytes with ascorbic acid and sodium ascorbate Powder","dmd","CON"
"131615001000027107","Veripaque 50mg Enema (Sanofi-Synthelabo Ltd)","dmd","CON"
"20498011000001102","Lactulose 10g/15ml oral solution 15ml sachets sugar free (A A H Pharmaceuticals Ltd)","dmd","CON"
"3088511000001104","Mil-Par liquid (Seven Seas Ltd)","dmd","CON"
"702911000001102","Lactulose 3.1-3.7g/5ml oral solution (Mylan)","dmd","CON"
"135908006","Sodium picosulfate 2.5mg capsules","dmd","CON"
"22705811000001104","Lecicarbon A suppositories (Aspire Pharma Ltd)","dmd","CON"
"16604011000001101","Prucalopride 1mg tablets","dmd","CON"
"13575001000027108","Glycerin 4g Suppository (Celltech Pharma Europe Ltd)","dmd","CON"
"35368411000001105","Bisacodyl 5mg suppositories","dmd","CON"
"28666111000001103","CosmoCol Paediatric oral powder 6.9g sachets (Stirling Anglian Pharmaceuticals Ltd)","dmd","CON"
"24575211000001102","Macilax oral powder 13.8g sachets (Teva UK Ltd)","dmd","CON"
"58335001000027101","Normax Liquid (UCB Pharma Ltd)","dmd","CON"
"256435001000027108","Macrogol 13.7g Powder","dmd","CON"
"96975001000027104","Castor oil eye drops","dmd","CON"
"139295001000027103","Ispaghula husk gluten-free sugar free 3.6g effervesant powder","dmd","CON"
"36050711000001108","Ispaghula husk 6g oral powder sachets gluten free sugar free","dmd","CON"
"139255001000027109","Ispaghula husk gluten-free sugar free granules","dmd","CON"
"140595001000027108","Sodium acid phosphate Enema","dmd","CON"
"3256311000001107","Fybogel Orange 3.5g effervescent granules sachets SF (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","CON"
"49575001000027107","Magnesium sulphate with phenolphthalein Tablet","dmd","CON"
"35368311000001103","Glycerol 1g suppositories","dmd","CON"
"238835001000027103","Senokot hi-fibre orange Granules (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","CON"
"3386711000001106","Senokot 7.5mg tablets (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","CON"
"9552711000001103","Fig 500microlitres/5ml / Senna fruit 400microlitres/5ml oral solution","dmd","CON"
"210545001000027104","Entrolax 5mg Gastro-resistant tablet (Galpharm International Ltd)","dmd","CON"
"88855001000027102","Co-danthrusate 50mg+60mg Capsule (IVAX Pharmaceuticals UK Ltd)","dmd","CON"
"8717011000001109","Pyridostigmine bromide 60mg/5ml oral solution","dmd","CON"
"55295001000027108","Trifyba 3.5g Powder (Sanofi-Synthelabo Ltd)","dmd","CON"
"9550311000001101","Senokot 7.5mg/5ml Syrup Pharmacy sugar free (Forum Health Products Ltd)","dmd","CON"
"141705001000027100","Sterculia 62% granules","dmd","CON"
"4062011000001105","Fletchers Arachis oil 130ml enema (Forest Laboratories UK Ltd)","dmd","CON"
"15823711000001100","Molaxole oral powder sachets (Mylan)","dmd","CON"
"4990311000001103","Sure-Lax Senna 15mg chewable tablets (Potter's (Herbal Supplies) Ltd)","dmd","CON"
"3255611000001107","Regulan 3.4g oral powder sachets orange (Procter & Gamble (Health & Beauty Care) Ltd)","dmd","CON"
"13555001000027105","Glycerin 1g Suppository (Celltech Pharma Europe Ltd)","dmd","CON"
"8716611000001104","Pyridostigmine bromide 30mg/5ml oral solution","dmd","CON"
"245585001000027100","Bisacodyl oral liquid","dmd","CON"
"317544000","Docusate 100mg capsules","dmd","CON"
"317484007","Senna fruit 12.4% / Ispaghula 54.2% granules","dmd","CON"
"11936611000001105","Lecicarbon E suppositories (Imported (Germany))","dmd","CON"
"215375001000027105","Sodium phosphate with sodium acid phosphate (10.8g with 24.4g)/45ml oral solution sugar free","dmd","CON"
"354032001","Magnesium hydroxide 415mg/5ml oral suspension sugar free","dmd","CON"
"10292211000001105","Co-danthrusate 50mg/60mg capsules (Focus Pharmaceuticals Ltd)","dmd","CON"
"19282911000001103","Macrogol compound oral powder sachets sugar free (Healthcare Pharma Ltd)","dmd","CON"
"3250811000001100","Ispaghula husk 3.5g effervescent granules sachets gluten free sugar free (A A H Pharmaceuticals Ltd)","dmd","CON"
"36040611000001102","Magnesium sulfate mixture","dmd","CON"
"14984511000001100","Sodium dihydrogen phosphate dihydrate 780mg/5ml oral solution","dmd","CON"
"3926711000001106","Generic Picolax oral powder 16.1g sachets sugar free","dmd","CON"
"5000311000001103","Senna 15mg chewable tablets","dmd","CON"
"609811000001105","Lactulose 3.1-3.7g/5ml oral solution (Actavis UK Ltd)","dmd","CON"
"672911000001102","Magnesium hydroxide oral suspension (J M Loveridge Ltd)","dmd","CON"
"124955001000027108","Methylcellulose 900mg/10ml Gel","dmd","CON"
"28495001000027106","Paraffin emulsion (William Ransom)","dmd","CON"
"164155001000027101","Agarol Liquid (Warner Lambert UK Ltd)","dmd","CON"
"19466011000001101","Laxagol oral powder sachets (Auden McKenzie (Pharma Division) Ltd)","dmd","CON"
"134125001000027105","Phenolphthalein 120mg chewable tablet","dmd","CON"
"125611000001101","Bisacodyl 10mg suppositories (Martindale Pharmaceuticals Ltd)","dmd","CON"
"28751911000001106","CosmoCol Plain oral powder sachets (Stirling Anglian Pharmaceuticals Ltd)","dmd","CON"
"9743611000001103","Epsom Salts (The Boots Company Plc)","dmd","CON"
"28666511000001107","CosmoCol Half oral powder 6.9g sachets (Stirling Anglian Pharmaceuticals Ltd)","dmd","CON"
"9550611000001106","Boots Compound Laxative Syrup of Figs (The Boots Company Plc)","dmd","CON"
"698611000001104","Dulcolax 10mg suppositories (Sanofi)","dmd","CON"
"13615111000001107","Sodium picosulfate 5mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)","dmd","CON"
"2882211000001109","Co-danthramer 25mg/200mg/5ml oral suspension sugar free (Napp Pharmaceuticals Ltd)","dmd","CON"
"216265001000027106","Dioctyl sulphosuccinate with phenolphthalein 100mg+60mg tablets","dmd","CON"
"3402811000001109","Senokot 7.5mg/5ml syrup (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","CON"
"3353011000001105","Relaxit Micro-enema 5ml (Supra Enterprises Ltd)","dmd","CON"
"3302711000001106","Co-danthramer 25mg/200mg capsules (Napp Pharmaceuticals Ltd)","dmd","CON"
"141195001000027108","Sodium picosulfate powder for oral solution","dmd","CON"
"6965001000027103","Bisacodyl 5mg Tablet (Celltech Pharma Europe Ltd)","dmd","CON"
"3087811000001100","Liquid paraffin / Magnesium hydroxide oral emulsion sugar free (J M Loveridge Ltd)","dmd","CON"
"60295001000027102","X-prep Liquid (Napp Pharmaceuticals Ltd)","dmd","CON"
"45475001000027106","Bisacodyl 5mg Tablet (IVAX Pharmaceuticals UK Ltd)","dmd","CON"
"317499007","Methylcellulose 500mg tablets","dmd","CON"
"18130511000001102","Lactulose 3.1-3.7g/5ml oral solution (Phoenix Healthcare Distribution Ltd)","dmd","CON"
"8983111000001109","Nylax with Senna tablets (Reckitt Benckiser Healthcare (UK) Ltd)","dmd","CON"
"14772811000001108","Laxido Natural oral powder 13.7g sachets (Galen Ltd)","dmd","CON"
"226335001000027106","Macrogol 13.8g Powder","dmd","CON"
"19534811000001100","Lactulose 3.1-3.7g/5ml oral solution (Almus Pharmaceuticals Ltd)","dmd","CON"
"26655001000027106","Glycerin 1g Suppository (C P Pharmaceuticals Ltd)","dmd","CON"
"132511000001108","Normacol Plus granules (Forum Health Products Ltd)","dmd","CON"
"590511000001105","Normacol granules (Forum Health Products Ltd)","dmd","CON"
"28535001000027109","Paraffin emulsion (Thornton & Ross Ltd)","dmd","CON"
"6511000001108","Lactulose 3.1-3.7g/5ml oral solution (Kent Pharmaceuticals Ltd)","dmd","CON"
"3258711000001105","Regulan 3.4g oral powder sachets lemon & lime (Procter & Gamble (Health & Beauty Care) Ltd)","dmd","CON"
"11588311000001102","Movicol Plain oral powder 13.7g sachets (Forum Health Products Ltd)","dmd","CON"
"147615001000027105","Alverine citrate with sterculia granules","dmd","CON"
"4065611000001107","Liquid paraffin liquid (Thornton & Ross Ltd)","dmd","CON"
"55745001000027107","Normacol antispasmodic Granules (Norgine Pharmaceuticals Ltd)","dmd","CON"
"9509711000001104","Fam-Lax Phenolphthalein tablets (Typharm Ltd)","dmd","CON"
"a1...","OFFICIAL/SIMPLE ANTACIDS","readv2","CON"
"a11..","ALUMINIUM HYDROXIDE [ANTACID]","readv2","CON"
"a111.","ALUMINIUM HYDROXIDE 500mg tablets","readv2","CON"
"a112.","ALUMINIUM HYDROXIDE 4% mixture","readv2","CON"
"a113.","ALU-CAP 475mg capsules","readv2","CON"
"a114.","*ALUDROX gel","readv2","CON"
"a115.","*ALUMINIUM HYDROXIDE gel","readv2","CON"
"a12..","MAGNESIUM SALTS-ANTACID","readv2","CON"
"a121.","MAGNESIUM CARBONATE mixture","readv2","CON"
"a122.","MAGNESIUM CARB. AROMATIC mixture","readv2","CON"
"a123.","MAGNESIUM HYDROX [ANTACID] liquid","readv2","CON"
"a124.","MAGNESIUM TRISILICATE CO tablets","readv2","CON"
"a125.","MAGNESIUM TRISILICATE mixture","readv2","CON"
"a126.","MAGNESIUM TRISILICATE powder","readv2","CON"
"a127.","MAGNESIUM TRISILICATE ORAL COMPOUND powder","readv2","CON"
"a13..","SODIUM BICARBONATE [ANTACID]","readv2","CON"
"a131.","SODIUM BICARBONATE [ANTAC] powder","readv2","CON"
"a132.","SODIUM BICARBONATE PAED. mixture","readv2","CON"
"a133.","SODIUM BICARBONATE COMPOUND 300mg tablets","readv2","CON"
"a134.","SODIUM BICARB NORTON 500mg capsules","readv2","CON"
"a2...","COMPOUND ANTACIDS","readv2","CON"
"a21..","GENERIC ANTACIDS","readv2","CON"
"a211.","*ALEXITOL SODIUM 360mg tablets","readv2","CON"
"a212.","ALMASILATE 500mg/5mL suspension","readv2","CON"
"a213.","*HYDROTALCITE 500mg tablets","readv2","CON"
"a214.","HYDROTALCITE 500mg/5mL suspension","readv2","CON"
"a215.","MAGALDRATE 800mg/5mL suspension","readv2","CON"
"a22..","COMPOUND PROPRIETARY ANTACIDS A-C","readv2","CON"
"a221.","ACTAL tablets","readv2","CON"
"a223.","*ACTONORM gel","readv2","CON"
"a225.","ALGICON mint suspension 500mL","readv2","CON"
"a228.","*ALTACITE 500mg/5mL suspension","readv2","CON"
"a229.","*ALTACITE PLUS tablets","readv2","CON"
"a22a.","ALTACITE PLUS suspension","readv2","CON"
"a22b.","*ALUDROX tablets","readv2","CON"
"a22g.","*ASILONE tablets x96","readv2","CON"
"a22i.","*ASILONE liquid 100mL","readv2","CON"
"a22k.","*CO-SIMALCITE tablets","readv2","CON"
"a22l.","*CO-SIMALCITE suspension","readv2","CON"
"a22m.","*ASILONE gel 500mL","readv2","CON"
"a22n.","ALGICON aniseed suspension 500mL","readv2","CON"
"a22o.","*ASILONE liquid 200mL","readv2","CON"
"a23..","COMPOUND PROPRIETARY ANTACIDS D-L","readv2","CON"
"a231.","*DIJEX 400mg tablets","readv2","CON"
"a232.","*DIJEX liquid","readv2","CON"
"a235.","DIOVOL mint flavour suspension","readv2","CON"
"a237.","DYNESE orange flavour suspension","readv2","CON"
"a238.","DYNESE mint flavour suspension","readv2","CON"
"a239.","GASTRILS GREEN (MINT) 500mg pastilles","readv2","CON"
"a23a.","GASTRILS YELLOW (FRUIT) 500mg pastilles","readv2","CON"
"a23g.","*GELUSIL tablets","readv2","CON"
"a23h.","INFACOL liquid","readv2","CON"
"a24..","COMPOUND PROPRIETARY ANTACIDS M-Z","readv2","CON"
"a241.","*MAALOX tablets","readv2","CON"
"a242.","MAALOX suspension","readv2","CON"
"a243.","*MAALOX suspension 10mL","readv2","CON"
"a244.","*MAALOX TC tablets","readv2","CON"
"a245.","*MAALOX TC suspension","readv2","CON"
"a247.","MAALOX PLUS tablets","readv2","CON"
"a248.","MAALOX PLUS suspension","readv2","CON"
"a24a.","*MALINAL 500mg/5mL suspension","readv2","CON"
"a24b.","*MUCOGEL tablets","readv2","CON"
"a24c.","MUCOGEL suspension","readv2","CON"
"a24f.","*POLYCROL tablets","readv2","CON"
"a24g.","*POLYCROL gel 300mL","readv2","CON"
"a24h.","*POLYCROL FORTE tablets","readv2","CON"
"a24i.","*POLYCROL FORTE gel 300mL","readv2","CON"
"a24m.","*SIMECO tablets","readv2","CON"
"a24n.","*SIMECO suspension","readv2","CON"
"a24p.","*TOPAL tablets","readv2","CON"
"a24s.","*MUCAINE suspension 200mL","readv2","CON"
"a314.","MAGNESIUM CARBONATE CO. tablets","readv2","CON"
"a315.","MAGNESIUM CARBONATE COMPOUND powder","readv2","CON"
"a316.","*NULACIN tablets","readv2","CON"
"a317.","*ROTER tablets","readv2","CON"
"a7...","ANTIDIARRHOEAL ADSORBENT MIXTURE","readv2","CON"
"a71..","KAOLIN, LIGHT","readv2","CON"
"a711.","KAOLIN mixture","readv2","CON"
"a712.","KAOLIN PAEDIATRIC mixture","readv2","CON"
"a713.","*KAOPECTATE mixture 180mL","readv2","CON"
"a714.","*KLN mixture","readv2","CON"
"a715.","*KAOPECTATE mixture 500mL","readv2","CON"
"a73..","CHALK","readv2","CON"
"a731.","CHALK PAEDIATRIC mixture","readv2","CON"
"a732.","CHALK AROMATIC powder","readv2","CON"
"a75..","METHYLCELLULOSE [ANTIDIARRHOEAL]","readv2","CON"
"a76..","*STERCULIA [ANTIDIARRHOEAL]","readv2","CON"
"ab...","BULK FORMING DRUGS [GASTRO-INTESTINAL USE]","readv2","CON"
"ab1..","BRAN","readv2","CON"
"ab11.","*FYBRANTA 2g tablets","readv2","CON"
"ab13.","*PROCTOFIBE 375mg tablets","readv2","CON"
"ab14.","*TRIFYBA 3.5g powder","readv2","CON"
"ab2..","ISPAGHULA HUSK [GASTRO-INTESTINAL BULK LAXATIVE]","readv2","CON"
"ab21.","FYBOGEL 3.5g plain sugar free granules","readv2","CON"
"ab22.","FYBOGEL 3.5g orange sugar free granules","readv2","CON"
"ab23.","*ISOGEL 90% granules","readv2","CON"
"ab25.","*METAMUCIL 49% powder","readv2","CON"
"ab26.","*REGULAN powder 3.6g","readv2","CON"
"ab28.","*MANEVAC granules 250g","readv2","CON"
