"Code","Desc","Type","Comorb"
"Byu90","[X]Malignant neoplasm of urinary organ, unspecified","read_v2","CAN"
"Byu82","[X]Malignant neoplasm of male genital organ, unspecified","read_v2","CAN"
"B6201","Nodular lymphoma of lymph nodes of head, face and neck","read_v2","CAN"
"B55z.","Malignant neoplasm of other and ill defined site NOS","read_v2","CAN"
"B3241","Malignant melanoma of neck","read_v2","CAN"
"B040.","Malignant neoplasm of anterior portion of floor of mouth","read_v2","CAN"
"B430z","Malignant neoplasm of corpus uteri NOS","read_v2","CAN"
"B501.","Malignant neoplasm of orbit","read_v2","CAN"
"B3262","Malignant melanoma of fore-arm","read_v2","CAN"
"B325z","Malignant melanoma of trunk, excluding scrotum, NOS","read_v2","CAN"
"Byu12","[X]Malignant neoplasm of intestinal tract, part unspecified","read_v2","CAN"
"B4303","Malignant neoplasm of myometrium of corpus uteri","read_v2","CAN"
"B58y9","Secondary malignant neoplasm of tongue","read_v2","CAN"
"B508.","Malignant neoplasm, overlapping lesion of eye and adnexa","read_v2","CAN"
"B041.","Malignant neoplasm of lateral portion of floor of mouth","read_v2","CAN"
"B6303","Lambda light chain myeloma","read_v2","CAN"
"B0z..","Malig neop other/ill-defined sites lip, oral cavity, pharynx","read_v2","CAN"
"B443.","Malignant neoplasm of parametrium","read_v2","CAN"
"B1420","Malignant neoplasm of cloacogenic zone","read_v2","CAN"
"B327.","Malignant melanoma of lower limb and hip","read_v2","CAN"
"B5633","Secondary and unspec malig neop pectoral lymph nodes","read_v2","CAN"
"B0711","Malignant neoplasm of pharyngeal tonsil","read_v2","CAN"
"B18y.","Malignant neoplasm of specified parts of peritoneum","read_v2","CAN"
"B064.","Malignant neoplasm of anterior epiglottis","read_v2","CAN"
"B5150","Malignant neoplasm of choroid plexus","read_v2","CAN"
"B512.","Malignant neoplasm of temporal lobe","read_v2","CAN"
"B5452","Malignant neoplasm of coccygeal body","read_v2","CAN"
"B3020","Malignant neoplasm of cervical vertebra","read_v2","CAN"
"B3232","Malignant melanoma of eyebrow","read_v2","CAN"
"B625z","Letterer-Siwe disease NOS","read_v2","CAN"
"B017.","Malignant overlapping lesion of tongue","read_v2","CAN"
"B323.","Malignant melanoma of other and unspecified parts of face","read_v2","CAN"
"B551.","Malignant neoplasm of thorax","read_v2","CAN"
"B5653","Secondary and unspec malig neop sacral lymph nodes","read_v2","CAN"
"B512z","Malignant neoplasm of temporal lobe NOS","read_v2","CAN"
"ByuA3","[X]Malig neopl, overlap lesion brain & other part of CNS","read_v2","CAN"
"B48y1","Malignant neoplasm of tunica vaginalis","read_v2","CAN"
"B486.","Malignant neoplasm of scrotum","read_v2","CAN"
"B49y0","Malignant neoplasm, overlapping lesion of bladder","read_v2","CAN"
"B59..","Malignant neoplasm of unspecified site","read_v2","CAN"
"B5451","Malignant neoplasm of aortic body","read_v2","CAN"
"B2133","Malignant neoplasm of thyroid cartilage","read_v2","CAN"
"B4510","Malignant neoplasm of greater vestibular (Bartholin's) gland","read_v2","CAN"
"B5100","Malignant neoplasm of basal ganglia","read_v2","CAN"
"B13y.","Malignant neoplasm of other specified sites of colon","read_v2","CAN"
"B1110","Malignant neoplasm of prepylorus of stomach","read_v2","CAN"
"B3102","Malignant neoplasm of soft tissue of neck","read_v2","CAN"
"B065.","Malignant neoplasm of junctional region of epiglottis","read_v2","CAN"
"B17y.","Malignant neoplasm of other specified sites of pancreas","read_v2","CAN"
"B482.","Malignant neoplasm of body of penis","read_v2","CAN"
"B35zz","Malignant neoplasm of male breast NOS","read_v2","CAN"
"B410.","Malignant neoplasm of endocervix","read_v2","CAN"
"B5825","Secondary malignant neoplasm of skin of hip and leg","read_v2","CAN"
"B3040","Malignant neoplasm of scapula","read_v2","CAN"
"B5171","Malignant neoplasm of medulla oblongata","read_v2","CAN"
"B58y7","Secondary malignant neoplasm of penis","read_v2","CAN"
"B347.","Malignant neoplasm, overlapping lesion of breast","read_v2","CAN"
"B560.","Secondary and unspec malig neop lymph nodes head/face/neck","read_v2","CAN"
"B6272","Follicular non-Hodgkin's large cell lymphoma","read_v2","CAN"
"Byu13","[X]Malignant neoplsm/ill-defin sites within digestive system","read_v2","CAN"
"B6z..","Malignant neoplasm lymphatic or haematopoietic tissue NOS","read_v2","CAN"
"B031.","Malignant neoplasm of lower gum","read_v2","CAN"
"B3104","Malignant neoplasm of tarsus of eyelid","read_v2","CAN"
"B3031","Malignant neoplasm of sternum","read_v2","CAN"
"B59zX","Kaposi's sarcoma, unspecified","read_v2","CAN"
"B615.","Hodgkin's disease, mixed cellularity","read_v2","CAN"
"B302z","Malignant neoplasm of vertebral column NOS","read_v2","CAN"
"B523.","Malignant neoplasm of spinal meninges","read_v2","CAN"
"B64y.","Other lymphoid leukaemia","read_v2","CAN"
"B0zy.","Malignant neoplasm of other sites lip, oral cavity, pharynx","read_v2","CAN"
"B3250","Malignant melanoma of axilla","read_v2","CAN"
"B441.","Malignant neoplasm of fallopian tube","read_v2","CAN"
"B52X.","Malignant neoplasm of meninges, unspecified","read_v2","CAN"
"B545.","Malignant neoplasm of aortic body and other paraganglia","read_v2","CAN"
"B3065","Malignant sacral teratoma","read_v2","CAN"
"B563.","Secondary and unspec malig neop axilla and upper limb LN","read_v2","CAN"
"B3110","Malignant neoplasm of connective and soft tissue of shoulder","read_v2","CAN"
"B410z","Malignant neoplasm of endocervix NOS","read_v2","CAN"
"B241z","Malignant neoplasm of heart NOS","read_v2","CAN"
"B6z0.","Kaposi's sarcoma of lymph nodes","read_v2","CAN"
"Byu25","[X]Malignant neoplasm of mediastinum, part unspecified","read_v2","CAN"
"B0001","Malignant neoplasm of upper lip, lipstick area","read_v2","CAN"
"B411.","Malignant neoplasm of exocervix","read_v2","CAN"
"B3005","Malignant neoplasm of orbital bone","read_v2","CAN"
"B3009","Malignant neoplasm of zygomatic bone","read_v2","CAN"
"B3071","Malignant neoplasm of fibula","read_v2","CAN"
"B02z.","Malignant neoplasm of major salivary gland NOS","read_v2","CAN"
"B3260","Malignant melanoma of shoulder","read_v2","CAN"
"B214.","Malignant neoplasm, overlapping lesion of larynx","read_v2","CAN"
"B6273","Diffuse non-Hodgkin's small cell (diffuse) lymphoma","read_v2","CAN"
"B480.","Malignant neoplasm of prepuce (foreskin)","read_v2","CAN"
"B6275","Diffuse non-Hodgkin mixed sml & lge cell (diffuse) lymphoma","read_v2","CAN"
"B62y1","Malignant lymphoma NOS of lymph nodes of head, face and neck","read_v2","CAN"
"B5246","Malignant neoplasm,overlap lesion periph nerve & auton ns","read_v2","CAN"
"B103.","Malignant neoplasm of upper third of oesophagus","read_v2","CAN"
"B674.","Acute panmyelosis","read_v2","CAN"
"B18y3","Malignant neoplasm of omentum","read_v2","CAN"
"B5632","Secondary and unspec malig neop infraclavicular lymph nodes","read_v2","CAN"
"B14z.","Malignant neoplasm rectum,rectosigmoid junction and anus NOS","read_v2","CAN"
"B522.","Malignant neoplasm of spinal cord","read_v2","CAN"
"B3258","Malignant melanoma of chest wall","read_v2","CAN"
"B303z","Malignant neoplasm of rib, sternum and clavicle NOS","read_v2","CAN"
"B1zz.","Malignant neoplasm of digestive tract and peritoneum NOS","read_v2","CAN"
"B592.","Malignant neoplasms of independent (primary) multiple sites","read_v2","CAN"
"B571.","Secondary malignant neoplasm of mediastinum","read_v2","CAN"
"B117.","Malignant neoplasm, overlapping lesion of stomach","read_v2","CAN"
"B021.","Malignant neoplasm of submandibular gland","read_v2","CAN"
"B5450","Malignant neoplasm of glomus jugulare","read_v2","CAN"
"B5503","Malignant neoplasm of jaw NOS","read_v2","CAN"
"B3271","Malignant melanoma of thigh","read_v2","CAN"
"B3062","Malignant neoplasm of pubis","read_v2","CAN"
"B0620","Malignant neoplasm of faucial pillar","read_v2","CAN"
"B315.","Malignant neoplasm of connective and soft tissue of pelvis","read_v2","CAN"
"ByuC8","[X]Malignant neoplasm without specification of site","read_v2","CAN"
"B5619","Secondary and unspec malig neop pulmonary lymph nodes","read_v2","CAN"
"B553.","Malignant neoplasm of pelvis","read_v2","CAN"
"B6530","Chloroma","read_v2","CAN"
"B515.","Malignant neoplasm of cerebral ventricles","read_v2","CAN"
"B1611","Malignant neoplasm of hepatic duct","read_v2","CAN"
"B487.","Malignant neoplasm, overlapping lesion of penis","read_v2","CAN"
"B4z..","Malignant neoplasm of genitourinary organ NOS","read_v2","CAN"
"B562.","Secondary and unspec malig neop intra-abdominal lymph nodes","read_v2","CAN"
"B4101","Malignant neoplasm of endocervical gland","read_v2","CAN"
"B3279","Malignant melanoma of great toe","read_v2","CAN"
"B61z.","Hodgkin's disease NOS","read_v2","CAN"
"B52W.","Malig neopl, overlap lesion brain & other part of CNS","read_v2","CAN"
"B5812","Secondary malignant neoplasm of urethra","read_v2","CAN"
"B6276","Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma","read_v2","CAN"
"B10y.","Malignant neoplasm of other specified part of oesophagus","read_v2","CAN"
"B3000","Malignant neoplasm of ethmoid bone","read_v2","CAN"
"B3001","Malignant neoplasm of frontal bone","read_v2","CAN"
"B3252","Malignant melanoma of buttock","read_v2","CAN"
"B060z","Malignant neoplasm tonsil NOS","read_v2","CAN"
"B453.","Malignant neoplasm of clitoris","read_v2","CAN"
"B311.","Malig neop connective and soft tissue upper limb/shoulder","read_v2","CAN"
"B6258","Letterer-Siwe disease of lymph nodes of multiple sites","read_v2","CAN"
"B16..","Malignant neoplasm gallbladder and extrahepatic bile ducts","read_v2","CAN"
"B584.","Secondary malignant neoplasm of other part of nervous system","read_v2","CAN"
"B510z","Malignant neoplasm of cerebrum NOS","read_v2","CAN"
"B223z","Malignant neoplasm of middle lobe, bronchus or lung NOS","read_v2","CAN"
"B104.","Malignant neoplasm of middle third of oesophagus","read_v2","CAN"
"B4A1z","Malignant neoplasm of renal pelvis NOS","read_v2","CAN"
"B3131","Malignant neoplasm of diaphragm","read_v2","CAN"
"B35z.","Malignant neoplasm of other site of male breast","read_v2","CAN"
"B3124","Malignant neoplasm of connective and soft tissue of foot","read_v2","CAN"
"ByuC7","[X]Secondary malignant neoplasm of other specified sites","read_v2","CAN"
"B59z.","Malignant neoplasm of unspecified site NOS","read_v2","CAN"
"B5640","Secondary and unspec malig neop superficial inguinal LN","read_v2","CAN"
"B3272","Malignant melanoma of knee","read_v2","CAN"
"B3035","Malignant neoplasm of xiphoid process","read_v2","CAN"
"B350.","Malignant neoplasm of nipple and areola of male breast","read_v2","CAN"
"B2012","Malignant neoplasm of tympanic antrum","read_v2","CAN"
"B306.","Malignant neoplasm of pelvic bones, sacrum and coccyx","read_v2","CAN"
"B321.","Malignant melanoma of eyelid including canthus","read_v2","CAN"
"B203.","Malignant neoplasm of ethmoid sinus","read_v2","CAN"
"B594.","Secondary malignant neoplasm of unknown site","read_v2","CAN"
"B3261","Malignant melanoma of upper arm","read_v2","CAN"
"B3022","Malignant neoplasm of lumbar vertebra","read_v2","CAN"
"B3006","Malignant neoplasm of parietal bone","read_v2","CAN"
"B682.","Subacute leukaemia NOS","read_v2","CAN"
"B50z.","Malignant neoplasm of eye NOS","read_v2","CAN"
"B3122","Malig neop connective and soft tissue of popliteal space","read_v2","CAN"
"B05z.","Malignant neoplasm of mouth NOS","read_v2","CAN"
"B11y.","Malignant neoplasm of other specified site of stomach","read_v2","CAN"
"B062.","Malignant neoplasm of tonsillar pillar","read_v2","CAN"
"B58y1","Secondary malignant neoplasm of uterus","read_v2","CAN"
"B582z","Secondary malignant neoplasm of skin NOS","read_v2","CAN"
"B5500","Malignant neoplasm of head NOS","read_v2","CAN"
"B553z","Malignant neoplasm of pelvis NOS","read_v2","CAN"
"B20z.","Malignant neoplasm of accessory sinus NOS","read_v2","CAN"
"B326z","Malignant melanoma of upper limb or shoulder NOS","read_v2","CAN"
"B6141","Hodgkin's nodular sclerosis of head, face and neck","read_v2","CAN"
"B215.","Malignant neoplasm of epiglottis NOS","read_v2","CAN"
"B116.","Malignant neoplasm of greater curve of stomach unspecified","read_v2","CAN"
"B5614","Secondary and unspec malig neop post mediastinal lymph nodes","read_v2","CAN"
"Byu73","[X]Malignant neoplasm of female genital organ, unspecified","read_v2","CAN"
"B3007","Malignant neoplasm of sphenoid bone","read_v2","CAN"
"B07y.","Malignant neoplasm of other specified site of nasopharynx","read_v2","CAN"
"B14y.","Malig neop other site rectum, rectosigmoid junction and anus","read_v2","CAN"
"B3240","Malignant melanoma of scalp","read_v2","CAN"
"B5740","Secondary malignant neoplasm of duodenum","read_v2","CAN"
"B3004","Malignant neoplasm of occipital bone","read_v2","CAN"
"B57y.","Secondary malignant neoplasm of other digestive organ","read_v2","CAN"
"B066.","Malignant neoplasm of lateral wall of oropharynx","read_v2","CAN"
"B52z.","Malignant neoplasm of nervous system NOS","read_v2","CAN"
"B3070","Malignant neoplasm of femur","read_v2","CAN"
"B04y.","Malignant neoplasm of other sites of floor of mouth","read_v2","CAN"
"B34y.","Malignant neoplasm of other site of female breast","read_v2","CAN"
"B500z","Malignant neoplasm of eyeball NOS","read_v2","CAN"
"B1zy.","Malignant neoplasm other spec digestive tract and peritoneum","read_v2","CAN"
"Byu40","[X]Malignant melanoma of other+unspecified parts of face","read_v2","CAN"
"B544.","Malignant neoplasm of carotid body","read_v2","CAN"
"Byu80","[X]Malignant neoplasm/other specified male genital organs","read_v2","CAN"
"B6140","Hodgkin's disease, nodular sclerosis of unspecified site","read_v2","CAN"
"B4100","Malignant neoplasm of endocervical canal","read_v2","CAN"
"B082.","Malignant neoplasm aryepiglottic fold, hypopharyngeal aspect","read_v2","CAN"
"B322.","Malignant melanoma of ear and external auricular canal","read_v2","CAN"
"B62y0","Malignant lymphoma NOS of unspecified site","read_v2","CAN"
"B316.","Malig neop of connective and soft tissue trunk unspecified","read_v2","CAN"
"ByuC3","[X]Secondary malignant neoplasm/oth+unspc respiratory organs","read_v2","CAN"
"B3112","Malignant neoplasm of connective and soft tissue of fore-arm","read_v2","CAN"
"B672.","Megakaryocytic leukaemia","read_v2","CAN"
"B41y1","Malignant neoplasm of squamocolumnar junction of cervix","read_v2","CAN"
"B62x1","Lymphoepithelioid lymphoma","read_v2","CAN"
"Byu71","[X]Malignant neoplasm/other specified female genital organs","read_v2","CAN"
"B5530","Malignant neoplasm of inguinal region NOS","read_v2","CAN"
"B3050","Malignant neoplasm of carpal bone - scaphoid","read_v2","CAN"
"B452.","Malignant neoplasm of labia minora","read_v2","CAN"
"B6208","Nodular lymphoma of lymph nodes of multiple sites","read_v2","CAN"
"B1514","Malignant neoplasm of intrahepatic gall duct","read_v2","CAN"
"B412.","Malignant neoplasm, overlapping lesion of cervix uteri","read_v2","CAN"
"B014.","Malignant neoplasm of anterior 2/3 of tongue unspecified","read_v2","CAN"
"B6152","Hodgkin's mixed cellularity of intrathoracic lymph nodes","read_v2","CAN"
"B5615","Secondary and unspec malig neop paratracheal lymph nodes","read_v2","CAN"
"B315z","Malig neop of connective and soft tissue of pelvis NOS","read_v2","CAN"
"B623z","Malignant histiocytosis NOS","read_v2","CAN"
"B550z","Malignant neoplasm of head, neck and face NOS","read_v2","CAN"
"B308D","Malignant neoplasm of phalanges of foot","read_v2","CAN"
"B3235","Malignant melanoma of temple","read_v2","CAN"
"B62x5","Malignant immunoproliferative small intestinal disease","read_v2","CAN"
"Byu0.","[X]Malignant neoplasm of lip, oral cavity and pharynx","read_v2","CAN"
"B072.","Malignant neoplasm of lateral wall of nasopharynx","read_v2","CAN"
"B300.","Malignant neoplasm of bones of skull and face","read_v2","CAN"
"B5000","Malignant neoplasm of ciliary body","read_v2","CAN"
"B3220","Malignant melanoma of auricle (ear)","read_v2","CAN"
"B111z","Malignant neoplasm of pylorus of stomach NOS","read_v2","CAN"
"B4310","Malignant neoplasm of lower uterine segment","read_v2","CAN"
"B6021","Burkitt's lymphoma of lymph nodes of head, face and neck","read_v2","CAN"
"B3152","Malignant neoplasm of connective and soft tissue of perineum","read_v2","CAN"
"B51y0","Malignant neoplasm of corpus callosum","read_v2","CAN"
"B3061","Malignant neoplasm of ischium","read_v2","CAN"
"B4Ay0","Malignant neoplasm of overlapping lesion of urinary organs","read_v2","CAN"
"B451z","Malignant neoplasm of labia majora NOS","read_v2","CAN"
"B583z","Secondary malignant neoplasm of brain or spinal cord NOS","read_v2","CAN"
"B5001","Malignant neoplasm of iris","read_v2","CAN"
"B3100","Malignant neoplasm of soft tissue of head","read_v2","CAN"
"B18y1","Malignant neoplasm of mesocaecum","read_v2","CAN"
"B3002","Malignant neoplasm of malar bone","read_v2","CAN"
"B542z","Malig neop pituitary gland or craniopharyngeal duct NOS","read_v2","CAN"
"B61z2","Hodgkin's disease NOS of intrathoracic lymph nodes","read_v2","CAN"
"B61z1","Hodgkin's disease NOS of lymph nodes of head, face and neck","read_v2","CAN"
"B542.","Malignant neoplasm pituitary gland and craniopharyngeal duct","read_v2","CAN"
"B340z","Malignant neoplasm of nipple or areola of female breast NOS","read_v2","CAN"
"B3103","Malignant neoplasm of cartilage of ear","read_v2","CAN"
"B55yz","Malignant neoplasm of specified site NOS","read_v2","CAN"
"Byu..","[X]Additional neoplasm classification terms","read_v2","CAN"
"B62y7","Malignant lymphoma NOS of spleen","read_v2","CAN"
"B5810","Secondary malignant neoplasm of ureter","read_v2","CAN"
"Byu5A","[X]Malignant neoplasm overlapping lesion of skin","read_v2","CAN"
"B6000","Reticulosarcoma of unspecified site","read_v2","CAN"
"B314z","Malig neop of connective and soft tissue of abdomen NOS","read_v2","CAN"
"B16y.","Malignant neoplasm other gallbladder/extrahepatic bile duct","read_v2","CAN"
"B58y4","Secondary malignant neoplasm of vulva","read_v2","CAN"
"B3033","Malignant neoplasm of costal cartilage","read_v2","CAN"
"B450z","Malignant neoplasm of vagina NOS","read_v2","CAN"
"B24X.","Malignant neoplasm of mediastinum, part unspecified","read_v2","CAN"
"B6143","Hodgkin's nodular sclerosis of intra-abdominal lymph nodes","read_v2","CAN"
"B3276","Malignant melanoma of heel","read_v2","CAN"
"B5641","Secondary and unspec malig neop deep inguinal lymph nodes","read_v2","CAN"
"B5400","Malignant neoplasm of adrenal cortex","read_v2","CAN"
"B5101","Malignant neoplasm of cerebral cortex","read_v2","CAN"
"B690.","Acute myelomonocytic leukaemia","read_v2","CAN"
"B0622","Malignant neoplasm of palatoglossal arch","read_v2","CAN"
"B180z","Malignant neoplasm of retroperitoneum NOS","read_v2","CAN"
"B151z","Malignant neoplasm of intrahepatic bile ducts NOS","read_v2","CAN"
"B61z0","Hodgkin's disease NOS, unspecified site","read_v2","CAN"
"B5622","Secondary and unspec malig neop inferior mesenteric LN","read_v2","CAN"
"B004.","Malignant neoplasm of lip unspecified, inner aspect","read_v2","CAN"
"ByuD6","[X]Other myeloid leukaemia","read_v2","CAN"
"B100.","Malignant neoplasm of cervical oesophagus","read_v2","CAN"
"B5241","Malignant neoplasm of peripheral nerve,upp limb,incl should","read_v2","CAN"
"B3042","Malignant neoplasm of humerus","read_v2","CAN"
"B3008","Malignant neoplasm of temporal bone","read_v2","CAN"
"B5618","Secondary and unspec malig neop bronchopulmonary lymph nodes","read_v2","CAN"
"B5105","Malignant neoplasm of thalamus","read_v2","CAN"
"B2003","Malignant neoplasm of vestibule of nose","read_v2","CAN"
"B6012","Lymphosarcoma of intrathoracic lymph nodes","read_v2","CAN"
"B62x4","Malignant reticulosis","read_v2","CAN"
"B3263","Malignant melanoma of hand","read_v2","CAN"
"B24..","Malignant neoplasm of thymus, heart and mediastinum","read_v2","CAN"
"B573.","Secondary malignant neoplasm of other respiratory organs","read_v2","CAN"
"B307z","Malignant neoplasm of long bones of leg NOS","read_v2","CAN"
"B2002","Malignant neoplasm of septum of nose","read_v2","CAN"
"B581z","Secondary malignant neoplasm of other urinary organ NOS","read_v2","CAN"
"B013.","Malignant neoplasm of ventral surface of tongue","read_v2","CAN"
"B5751","Secondary malignant neoplasm of rectum","read_v2","CAN"
"B614z","Hodgkin's disease, nodular sclerosis NOS","read_v2","CAN"
"B501z","Malignant neoplasm of orbit NOS","read_v2","CAN"
"B62y5","Malignant lymphoma NOS of lymph node inguinal region and leg","read_v2","CAN"
"B48z.","Malignant neoplasm of penis and other male genital organ NOS","read_v2","CAN"
"Byu32","[X]Malignant neoplasm/overlap lesion/bone+articulr cartilage","read_v2","CAN"
"B485.","Malignant neoplasm of spermatic cord","read_v2","CAN"
"ByuDE","[X]Unspecified B-cell non-Hodgkin's lymphoma","read_v2","CAN"
"B2410","Malignant neoplasm of endocardium","read_v2","CAN"
"B2130","Malignant neoplasm of arytenoid cartilage","read_v2","CAN"
"B102.","Malignant neoplasm of abdominal oesophagus","read_v2","CAN"
"B652.","Subacute myeloid leukaemia","read_v2","CAN"
"B5240","Malignant neoplasm of peripheral nerves of head, face & neck","read_v2","CAN"
"ByuE.","[X]Malignant neoplasms/independent (primary) multiple sites","read_v2","CAN"
"B6164","Hodgkin's lymphocytic depletion lymph nodes axilla and arm","read_v2","CAN"
"B503.","Malignant neoplasm of conjunctiva","read_v2","CAN"
"B5243","Malignant neoplasm of peripheral nerve of thorax","read_v2","CAN"
"B601z","Lymphosarcoma NOS","read_v2","CAN"
"B5824","Secondary malignant neoplasm of skin of shoulder and arm","read_v2","CAN"
"B564.","Secondary and unspec malig neop inguinal and lower limb LN","read_v2","CAN"
"ByuA2","[X]Malignant neoplasm of meninges, unspecified","read_v2","CAN"
"B0131","Malignant neoplasm of frenulum linguae","read_v2","CAN"
"B3115","Malignant neoplasm of connective and soft tissue of thumb","read_v2","CAN"
"B123.","Malignant neoplasm of Meckel's diverticulum","read_v2","CAN"
"B3265","Malignant melanoma of thumb","read_v2","CAN"
"B612.","Hodgkin's sarcoma","read_v2","CAN"
"B18yz","Malignant neoplasm of specified parts of peritoneum NOS","read_v2","CAN"
"B561.","Secondary and unspec malig neop intrathoracic lymph nodes","read_v2","CAN"
"B54z.","Malig neop of endocrine gland or related structure NOS","read_v2","CAN"
"ByuB1","[X]Malignant neoplasm of endocrine gland, unspecified","read_v2","CAN"
"B327z","Malignant melanoma of lower limb or hip NOS","read_v2","CAN"
"ByuD3","[X]Other specified types of non-Hodgkin's lymphoma","read_v2","CAN"
"B3111","Malignant neoplasm of connective and soft tissue, upper arm","read_v2","CAN"
"B62z1","Unspec malig neop lymphoid/histiocytic lymph node head/neck","read_v2","CAN"
"B083.","Malignant neoplasm of posterior pharynx","read_v2","CAN"
"Byu70","[X]Malignant neoplasm of uterine adnexa, unspecified","read_v2","CAN"
"ByuDC","[X]Diffuse non-Hodgkin's lymphoma, unspecified","read_v2","CAN"
"B18y4","Malignant neoplasm of parietal peritoneum","read_v2","CAN"
"B5170","Malignant neoplasm of cerebral peduncle","read_v2","CAN"
"B63y.","Other immunoproliferative neoplasms","read_v2","CAN"
"B470.","Malignant neoplasm of undescended testis","read_v2","CAN"
"B6013","Lymphosarcoma of intra-abdominal lymph nodes","read_v2","CAN"
"B574.","Secondary malignant neoplasm of small intestine and duodenum","read_v2","CAN"
"B3401","Malignant neoplasm of areola of female breast","read_v2","CAN"
"B551z","Malignant neoplasm of thorax NOS","read_v2","CAN"
"B502.","Malignant neoplasm of lacrimal gland","read_v2","CAN"
"B3044","Malignant neoplasm of ulna","read_v2","CAN"
"ByuE0","[X]Malignant neoplasms/independent(primary)multiple sites","read_v2","CAN"
"B5600","Secondary and unspec malig neop of superficial parotid LN","read_v2","CAN"
"B5200","Malignant neoplasm of olfactory bulb","read_v2","CAN"
"B44z.","Malignant neoplasm of uterine adnexa NOS","read_v2","CAN"
"B6240","Leukaemic reticuloendotheliosis of unspecified sites","read_v2","CAN"
"B6243","Leukaemic reticuloend of intra-abdominal lymph nodes","read_v2","CAN"
"B1510","Malignant neoplasm of interlobular bile ducts","read_v2","CAN"
"B1801","Malignant neoplasm of perinephric tissue","read_v2","CAN"
"B326.","Malignant melanoma of upper limb and shoulder","read_v2","CAN"
"ByuD9","[X]Other leukaemia of unspecified cell type","read_v2","CAN"
"B6278","Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)","read_v2","CAN"
"B205.","Malignant neoplasm of sphenoidal sinus","read_v2","CAN"
"B31y.","Malig neop connective and soft tissue other specified site","read_v2","CAN"
"B51y2","Malignant neoplasm, overlapping lesion of brain","read_v2","CAN"
"B5603","Secondary and unspec malignant neoplasm occipital lymph node","read_v2","CAN"
"B11y0","Malignant neoplasm of anterior wall of stomach NEC","read_v2","CAN"
"B5071","Malignant neoplasm of nasolacrimal duct","read_v2","CAN"
"B11yz","Malignant neoplasm of other specified site of stomach NOS","read_v2","CAN"
"B62z.","Malignant neoplasms of lymphoid and histiocytic tissue NOS","read_v2","CAN"
"B52..","Malig neop of other and unspecified parts of nervous system","read_v2","CAN"
"B1z1.","Malignant neoplasm of spleen NEC","read_v2","CAN"
"B592X","Kaposi's sarcoma of multiple organs","read_v2","CAN"
"B6144","Hodgkin's nodular sclerosis of lymph nodes of axilla and arm","read_v2","CAN"
"B610.","Hodgkin's paragranuloma","read_v2","CAN"
"B5202","Malignant neoplasm of acoustic nerve","read_v2","CAN"
"B2412","Malignant neoplasm of myocardium","read_v2","CAN"
"B324.","Malignant melanoma of scalp and neck","read_v2","CAN"
"B6233","Malignant histiocytosis of intra-abdominal lymph nodes","read_v2","CAN"
"B620z","Nodular lymphoma NOS","read_v2","CAN"
"B673.","Mast cell leukaemia","read_v2","CAN"
"B2z0.","Malig neop of upper respiratory tract, part unspecified","read_v2","CAN"
"B304z","Malig neop of scapula and long bones of upper arm NOS","read_v2","CAN"
"B57z.","Secondary malig neop of respiratory or digestive system NOS","read_v2","CAN"
"B312.","Malig neop of connective and soft tissue of hip and leg","read_v2","CAN"
"B65yz","Other myeloid leukaemia NOS","read_v2","CAN"
"ByuC2","[X]2ndry+unspcf malignant neoplasm lymph nodes/multi regions","read_v2","CAN"
"B124.","Malignant neoplasm, overlapping lesion of small intestine","read_v2","CAN"
"B0000","Malignant neoplasm of upper lip, external","read_v2","CAN"
"B6200","Nodular lymphoma of unspecified site","read_v2","CAN"
"B0010","Malignant neoplasm of lower lip, external","read_v2","CAN"
"B074.","Malignant neoplasm, overlapping lesion of nasopharynx","read_v2","CAN"
"Byu21","[X]Malignant neoplasm/overlap lesion/heart,mediastinm+pleura","read_v2","CAN"
"B3140","Malig neop of connective and soft tissue of abdominal wall","read_v2","CAN"
"B3032","Malignant neoplasm of clavicle","read_v2","CAN"
"B26..","Malignant neoplasm, overlap lesion of resp & intrathor orgs","read_v2","CAN"
"B24z.","Malignant neoplasm of heart, thymus and mediastinum NOS","read_v2","CAN"
"B5601","Secondary and unspec malignant neoplasm mastoid lymph nodes","read_v2","CAN"
"B3064","Malignant neoplasm of coccygeal vertebra","read_v2","CAN"
"ByuD5","[X]Other lymphoid leukaemia","read_v2","CAN"
"B230.","Malignant neoplasm of parietal pleura","read_v2","CAN"
"B560z","Secondary unspec malig neop lymph nodes head/face/neck NOS","read_v2","CAN"
"B523z","Malignant neoplasm of spinal meninges NOS","read_v2","CAN"
"B55y1","Malignant neoplasm of trunk NOS","read_v2","CAN"
"B5120","Malignant neoplasm of hippocampus","read_v2","CAN"
"B06y.","Malignant neoplasm of oropharynx, other specified sites","read_v2","CAN"
"B3151","Malig neop of connective and soft tissue of inguinal region","read_v2","CAN"
"B576.","Secondary malig neop of retroperitoneum and peritoneum","read_v2","CAN"
"B001.","Malignant neoplasm of lower lip, vermilion border","read_v2","CAN"
"B30W.","Malignant neoplasm/overlap lesion/bone+articulr cartilage","read_v2","CAN"
"B106.","Malignant neoplasm, overlapping lesion of oesophagus","read_v2","CAN"
"B0030","Malignant neoplasm of lower lip, buccal aspect","read_v2","CAN"
"B6142","Hodgkin's nodular sclerosis of intrathoracic lymph nodes","read_v2","CAN"
